file_path;xpath;content;simple_name;fqn;kind;abstract
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/p[33]/code[1];main;main;java.util.prefs.Base64.main;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/p[28]/code[3];LocateRegistry;LocateRegistry;java.rmi.registry.LocateRegistry;class;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/ul[4]/li[1]/code[1];LocateRegistry.getRegistry;LocateRegistry;java.rmi.registry.LocateRegistry;class;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/p[16]/code[4];main;main;java.util.prefs.Base64.main;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/p[18]/code[2];main;main;java.util.prefs.Base64.main;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/p[18]/code[5];main;main;java.util.prefs.Base64.main;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/p[25]/code[3];main;main;java.util.prefs.Base64.main;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/p[34]/code[1];ComputeEngine.main;main;java.util.prefs.Base64.main;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/p[28]/code[2];java.rmi.registry.LocateRegistry;LocateRegistry;java.rmi.registry.LocateRegistry;class;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/h2[5]/code;main;main;java.util.prefs.Base64.main;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/p[18]/code[3];main;main;java.util.prefs.Base64.main;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/p[22]/code[1];main;main;java.util.prefs.Base64.main;method;f
java/doc/tutorial7.0/javase/tutorial/rmi/implementing.html;/html/body/div[4]/div[3]/p[25]/code[8];main;main;java.util.prefs.Base64.main;method;f
