"publicinterface","nsubj","clt",1.34
"refer","nsubj","clt",-2.12
"refer","prep_to","clt",-0.08
"refer","prep_to_TO","clt",1.34
"reference","agent_MD","clt",1.34
"reference","dobj","clt",-0.08
"register","dobj","clt",0.48
"register","prep_with","clt",-1.83
"register","prep_with_MD","clt",-1.5
"relative","prep_to","clt",-1.5
"remove","dobj","clt",-1.5
"remove","prep_from","clt",-1.5
"replace","dobj","clt",-1.47
"replace","prep_with","clt",1.64
"represent","agent","clt",1.64
"represent","nsubj","clt",2.11
"request","prep_for","clt",1.34
"require","dobj","clt",-2.36
"require","nsubj","clt",2.11
"restrictive","nsubj","clt",1.34
"return","agent","clt",-2.36
"return","dobj","clt",-2.8
"return","dobj_MD","clt",-1.5
"return","nsubj","clt",3.66
"return","nsubjpass","clt",1.64
"return","prep_to","clt",1.34
"reuse","dobj","clt",1.34
"run","dobj","clt",1.97
"run","dobj_TO","clt",1.64
"run","prep_on","clt",-2.99
"select","dobj","clt",-3.17
"select","nsubj","clt",3.28
"set","dobj","clt",1.72
"set","dobj_TO","clt",-0.08
"set","nsubj","clt",1.64
"set","prep_to","clt",-0.57
"share","agent","clt",-1.83
"similar","prep_to","clt",-1.83
"specify","agent","clt",-1.47
"specify","dobj","clt",0.55
"specify","dobj_MD","clt",1.22
"specify","nsubj","clt",3.14
"specify","nsubjpass","clt",-1.5
"start","prep_with","clt",-1.83
"staticfield","prep_such_as","clt",-1.5
"subclass","prep_of","clt",-2.8
"subtype","nsubj","clt",2.5
"subtype","prep_of","clt",-3.66
"subtype","prep_such_as","clt",-1.83
"supertype","prep_of","clt",1.34
"supertype","prep_such_as","clt",-1.83
"supply","dobj","clt",1.34
"tag","prep_such_as","clt",-2.99
"tag","prep_to","clt",-1.5
"take","dobj","clt",-2.12
"take","nsubj","clt",2.67
"tell","dobj","clt",1.34
"tell","nsubj","clt",2.11
"text","prep_of","clt",1.34
"throw","dobj_MD","clt",1.89
"throw","nsubjpass","clt",-2.12
"throw","nsubjpass_MD","clt",-2.36
"type","prep_of","clt",1.34
"use","agent","clt",1.64
"use","dobj","clt",3.11
"use","dobj_MD","clt",3.53
"use","dobj_MD_neg","clt",-2.36
"use","dobj_TO","clt",3.7
"use","nsubj","clt",2.7
"use","nsubj_VBZ","clt",1.34
"use","nsubjpass","clt",3.28
"use","nsubjpass_MD","clt",2.11
"use","prep_as","clt",-1.5
"use","prep_of","clt",1.74
"value","prep_of","clt",3.28
"want","dobj","clt",1.64
"work","dobj","clt",-1.83
"write","prep_to","clt",-1.5
