"file_path";"xpath";"content";"simple_name";"fqn";"kind";"abstract";;;
"smack/extensions/muc.html";"/html/body/div[5]/p[3]/i/b";"MultiUserChat";"MultiUserChat";"org.jivesoftware.smackx.muc.MultiUserChat";"class";"f";;;
"smack/providers.html";"/html/body/div[3]";"PacketExtensionProvider";"PacketExtensionProvider";"org.jivesoftware.smack.provider.PacketExtensionProvider";"class";"t";;;
"smack/processing.html";"/html/body/div[1]/p[2]/tt[2]";"PacketCollector";"PacketCollector";"org.jivesoftware.smack.PacketCollector";"class";"f";;;
"smack/extensions/dataforms.html";"/html/body/div[2]/p[3]/b[2]";"setType(String type)";"setType";"org.jivesoftware.smackx.FormField.setType";"method";"f";;;
"smack/extensions/muc.html";"/html/body/div[10]/p[6]/b[1]";"grantVoice(String nickname)";"grantVoice";"org.jivesoftware.smackx.muc.MultiUserChat.grantVoice";"method";"f";;;
"smack/extensions/muc.html";"/html/body/div[11]/p[8]/b[1]";"grantMembership(String jid)";"grantMembership";"org.jivesoftware.smackx.muc.MultiUserChat.grantMembership";"method";"f";;;
"smack/gettingstarted.html";"/html/body/div[4]/p[2]/tt";"Connection.getRoster()";"Connection";"org.jivesoftware.smack.Connection";"class";"t";;;
"smack/extensions/muc.html";"/html/body/div[10]/p[8]/b[6]/i";"DefaultParticipantStatusListener";"DefaultParticipantStatusListener";"org.jivesoftware.smackx.muc.DefaultParticipantStatusListener";"class";"f";;;
"smack/extensions/disco.html";"/html/body/div[5]/p[5]/b[2]";"discoverInfo(entityID)";"discoverInfo";"org.jivesoftware.smackx.ServiceDiscoveryManager.discoverInfo";"method";"f";;;
"smack/extensions/muc.html";"/html/body/div[2]/p[3]/i[1]/b";"MultiUserChat";"MultiUserChat";"org.jivesoftware.smackx.muc.MultiUserChat";"class";"f";;;
"smack/extensions/muc.html";"/html/body/div[10]/p[8]/b[3]";"addParticipantStatusListener(ParticipantStatusListener listener)";"addParticipantStatusListener";"org.jivesoftware.smackx.muc.MultiUserChat.addParticipantStatusListener";"method";"f";;;
"smack/processing.html";"/html/body/div[2]/ul/li[6]/tt";"PacketExtensionFilter";"PacketExtensionFilter";"org.jivesoftware.smack.filter.PacketExtensionFilter";"class";"f";;;
"smack/extensions/disco.html";"/html/body/div[3]/p[3]/b";"getInstanceFor(connection)";"getInstanceFor";"org.jivesoftware.smackx.ServiceDiscoveryManager.getInstanceFor";"method";"f";;;
"smack/extensions/dataforms.html";"/html/body/div[3]/p[4]/i[1]/b";"Form";"Form";"org.jivesoftware.smackx.Form";"class";"f";;;
"smack/extensions/muc.html";"/html/body/div[9]/p[4]/i[4]/b";"MultiUserChat";"MultiUserChat";"org.jivesoftware.smackx.muc.MultiUserChat";"class";"f";;;
"smack/processing.html";"/html/body/div[2]/ul/li[9]/tt";"NotFilter";"NotFilter";"org.jivesoftware.smack.filter.NotFilter";"class";"f";;;
"smack/extensions/filetransfer.html";"/html/body/div[3]/p[5]/b[3]";"recieveFile(file)";"recieveFile";"org.jivesoftware.smackx.filetransfer.IncomingFileTransfer.recieveFile";"method";"f";;;
"smack/extensions/rosterexchange.html";"/html/body/div[5]/ol/li[2]/b";"entriesReceived(String";" Iterator)";"entriesReceived";"org.jivesoftware.smackx.RosterExchangeListener.entriesReceived";"method";"t";;
"smack/messaging.html";"/html/body/div[2]/div[3]/pre/font[1]/i";"MessageListener";"MessageListener";"org.jivesoftware.smack.MessageListener";"class";"t";;;
"smack/extensions/filetransfer.html";"/html/body/div[3]/p[8]/b[1]/i";"IncomingFileTransfer";"IncomingFileTransfer";"org.jivesoftware.smackx.filetransfer.IncomingFileTransfer";"class";"f";;;
"smack/connections.html";"/html/body/div[3]/p[2]/i[2]";"Connection#connect()";"connect";"org.jivesoftware.smack.Connection.connect";"method";"t";;;
"smack/extensions/muc.html";"/html/body/div[4]/p[4]/i[1]/b";"InvitationListener";"InvitationListener";"org.jivesoftware.smackx.muc.InvitationListener";"class";"t";;;
"smack/extensions/muc.html";"/html/body/div[3]/p[3]/b[3]";"join(String nickname";" String password)";"join";"org.jivesoftware.smackx.muc.MultiUserChat.join";"method";"f";;
"smack/privacy.html";"/html/body/div[3]/ol/li[6]/div/pre/font[2]/i";"Decline";"Decline";"org.jivesoftware.smackx.packet.MUCUser.Decline";"class";"f";;;
"smack/extensions/xhtml.html";"/html/body/div[2]/p[4]/b";"append(String textToAppend)";"append";"org.jivesoftware.smackx.XHTMLText.append";"method";"f";;;
"smack/extensions/dataforms.html";"/html/body/div[2]/p[4]/b";"getDataFormToSend()";"getDataFormToSend";"org.jivesoftware.smackx.Form.getDataFormToSend";"method";"f";;;
"smack/extensions/pubsub.html";"/html/body/div[6]/p[3]/i[1]/b";"PubSubManager";"PubSubManager";"org.jivesoftware.smackx.pubsub.PubSubManager";"class";"f";;;
"smack/extensions/muc.html";"/html/body/div[10]/p[8]/i/b";"MultiUserChat";"MultiUserChat";"org.jivesoftware.smackx.muc.MultiUserChat";"class";"f";;;
"smack/extensions/muc.html";"/html/body/div[2]/p[3]/b";"create(String nickname)";"create";"org.jivesoftware.smackx.muc.MultiUserChat.create";"method";"f";;;
"smack/extensions/muc.html";"/html/body/div[11]/p[8]/b[2]";"grantAdmin(String jid)";"grantAdmin";"org.jivesoftware.smackx.muc.MultiUserChat.grantAdmin";"method";"f";;;
"smack/processing.html";"/html/body/div[2]/ul/li[2]/tt";"PacketIDFilter";"PacketIDFilter";"org.jivesoftware.smack.filter.PacketIDFilter";"class";"f";;;
"smack/extensions/filetransfer.html";"/html/body/div[2]/p[7]/b[1]/i";"OutgoingFileTransfer";"OutgoingFileTransfer";"org.jivesoftware.smackx.filetransfer.OutgoingFileTransfer";"class";"f";;;
"smack/extensions/filetransfer.html";"/html/body/div[4]/p[4]/b[3]/i";"FileTransfer";"FileTransfer";"org.jivesoftware.smackx.filetransfer.FileTransfer";"class";"t";;;
"smack/extensions/disco.html";"/html/body/div[3]/p[3]/i[1]/b";"ServiceDiscoveryManager";"ServiceDiscoveryManager";"org.jivesoftware.smackx.ServiceDiscoveryManager";"class";"f";;;
"smack/extensions/muc.html";"/html/body/div[10]/p[7]/b[2]";"revokeModerator(String nickname)";"revokeModerator";"org.jivesoftware.smackx.muc.MultiUserChat.revokeModerator";"method";"f";;;
"smack/privacy.html";"/html/body/div[3]/ul/li[1]/tt";"PrivacyListManager";"PrivacyListManager";"org.jivesoftware.smack.PrivacyListManager";"class";"f";;;
"smack/privacy.html";"/html/body/div[3]/ol/li[5]/div/pre/font[2]/i";"Decline";"Decline";"org.jivesoftware.smackx.packet.MUCUser.Decline";"class";"f";;;
"smack/processing.html";"/html/body/div[1]/div[3]/pre/b[1]";"Message.class";"Message";"org.jivesoftware.smack.packet.Message";"class";"f";;;
"smack/gettingstarted.html";"/html/body/div[5]/p[3]/tt[1]";"PacketListener";"PacketListener";"org.jivesoftware.smack.PacketListener";"class";"t";;;
"smack/extensions/xhtml.html";"/html/body/div[2]/p[5]/b";"addBody(Message message";" String body)";"addBody";"org.jivesoftware.smackx.XHTMLManager.addBody";"method";"f";;
"smack/extensions/disco.html";"/html/body/div[6]/p[4]/i[1]/b";"DiscoverItems";"DiscoverItems";"org.jivesoftware.smackx.packet.DiscoverItems";"class";"f";;;
"smack/extensions/messageevents.html";"/html/body/div[3]/ul/li[2]/i[1]/b";"DefaultMessageEventRequestListener";"DefaultMessageEventRequestListener";"org.jivesoftware.smackx.DefaultMessageEventRequestListener";"class";"f";;;
"smack/extensions/xhtml.html";"/html/body/div[2]/p[4]/i/b";"XHTMLText";"XHTMLText";"org.jivesoftware.smackx.XHTMLText";"class";"f";;;
"smack/roster.html";"/html/body/div[1]/p[2]/tt[1]";"Roster";"Roster";"org.jivesoftware.smack.Roster";"class";"f";;;
"smack/extensions/messageevents.html";"/html/body/div[3]/p[4]/i[2]";"MessageEventRequestListener";"MessageEventRequestListener";"org.jivesoftware.smackx.MessageEventRequestListener";"class";"t";;;
"smack/extensions/messageevents.html";"/html/body/div[4]/p[3]/i[2]";"MessageEventManager";"MessageEventManager";"org.jivesoftware.smackx.MessageEventManager";"class";"f";;;
"smack/extensions/disco.html";"/html/body/div[5]/p[5]/b[1]";"discoverInfo(entityID)";"discoverInfo";"org.jivesoftware.smackx.ServiceDiscoveryManager.discoverInfo";"method";"f";;;
"smack/extensions/filetransfer.html";"/html/body/div[3]/p[6]/b[2]/i";"IncomingFileTransfer";"IncomingFileTransfer";"org.jivesoftware.smackx.filetransfer.IncomingFileTransfer";"class";"f";;;
"smack/extensions/disco.html";"/html/body/div[3]/p[3]/i[2]/b";"ServiceDiscoveryManager";"ServiceDiscoveryManager";"org.jivesoftware.smackx.ServiceDiscoveryManager";"class";"f";;;
"smack/extensions/muc.html";"/html/body/div[9]/p[4]/i[2]/b";"SubjectUpdatedListener";"SubjectUpdatedListener";"org.jivesoftware.smackx.muc.SubjectUpdatedListener";"class";"t";;;
"smack/extensions/disco.html";"/html/body/div[3]/p[4]/i[2]/b";"NodeInformationProvider";"NodeInformationProvider";"org.jivesoftware.smackx.NodeInformationProvider";"class";"t";;;
"smack/extensions/muc.html";"/html/body/div[8]/p[3]/i[2]/b";"Chat";"Chat";"org.jivesoftware.smack.Chat";"class";"f";;;
"smack/extensions/messageevents.html";"/html/body/div[4]/p[4]/i[1]";"MessageEventNotificationListener";"MessageEventNotificationListener";"org.jivesoftware.smackx.MessageEventNotificationListener";"class";"t";;;
"smack/extensions/disco.html";"/html/body/div[2]/p[4]/i[1]/b";"ServiceDiscoveryManager";"ServiceDiscoveryManager";"org.jivesoftware.smackx.ServiceDiscoveryManager";"class";"f";;;
"smack/extensions/dataforms.html";"/html/body/div[3]/p[4]/b[3]";"setAnswer(String variable";" List values)";"setAnswer";"org.jivesoftware.smackx.Form.setAnswer";"method";"f";;
"smack/gettingstarted.html";"/html/body/div[3]";"Connection";"Connection";"org.jivesoftware.smack.Connection";"class";"t";;;
"smack/roster.html";"/html/body/div[1]/p[2]/tt[2]";"Connection.getRoster()";"getRoster";"org.jivesoftware.smack.Connection.getRoster";"method";"t";;;
"smack/extensions/muc.html";"/html/body/div[4]/p[3]/b";"invite(String participant";" String reason)";"invite";"org.jivesoftware.smackx.muc.MultiUserChat.invite";"method";"f";;
"smack/extensions/messageevents.html";"/html/body/div[3]/ul/li[2]/i[2]/b";"MessageEventRequestListener";"MessageEventRequestListener";"org.jivesoftware.smackx.MessageEventRequestListener";"class";"t";;;
"smack/roster.html";"/html/body/div[5]/tt[1]";"Roster.setSubscriptionMode(Roster.SubscriptionMode)";"Roster";"org.jivesoftware.smack.Roster";"class";"f";;;
"smack/providers.html";"/html/body/div[1]/ul/li[2]/tt";"PacketExtension";"PacketExtension";"org.jivesoftware.smack.packet.PacketExtension";"class";"t";;;
"smack/extensions/rosterexchange.html";"/html/body/div[5]/ol/li[3]/i[2]";"Connection";"Connection";"org.jivesoftware.smack.Connection";"class";"t";;;
"smack/extensions/xhtml.html";"/html/body/div[3]/p[3]/i[1]/b";"Chat";"Chat";"org.jivesoftware.smack.Chat";"class";"f";;;
"smack/extensions/disco.html";"/html/body/div[2]/p[4]/b[1]";"addFeature(feature)";"addFeature";"org.jivesoftware.smackx.ServiceDiscoveryManager.addFeature";"method";"f";;;
"smack/privacy.html";"/html/body/div[3]/ul/li[3]/tt";"PrivacyItem";"PrivacyItem";"org.jivesoftware.smack.packet.PrivacyItem";"class";"f";;;
"smack/extensions/muc.html";"/html/body/div[11]/p[8]/b[5]";"revokeAdmin(String jid)";"revokeAdmin";"org.jivesoftware.smackx.muc.MultiUserChat.revokeAdmin";"method";"f";;;
"smack/extensions/muc.html";"/html/body/div[3]/p[3]/i[2]/b";"MultiUserChat";"MultiUserChat";"org.jivesoftware.smackx.muc.MultiUserChat";"class";"f";;;
"smack/extensions/dataforms.html";"/html/body/div[2]/p[3]/i[3]/b";"FormField";"FormField";"org.jivesoftware.smackx.FormField";"class";"f";;;
"smack/extensions/rosterexchange.html";"/html/body/div[5]/ol/li[1]/i/b";"RosterExchangeListener";"RosterExchangeListener";"org.jivesoftware.smackx.RosterExchangeListener";"class";"t";;;
"smack/extensions/messageevents.html";"/html/body/div[4]/p[4]/i[2]";"MessageEventManager";"MessageEventManager";"org.jivesoftware.smackx.MessageEventManager";"class";"f";;;
"smack/extensions/messageevents.html";"/html/body/div[4]/ul/li[3]/i/b";"addMessageEventNotificationListener(MessageEventNotificationListener)";"addMessageEventNotificationListener";"org.jivesoftware.smackx.MessageEventManager.addMessageEventNotificationListener";"method";"f";;;
"smack/extensions/muc.html";"/html/body/div[11]/p[10]/i/b";"MultiUserChat";"MultiUserChat";"org.jivesoftware.smackx.muc.MultiUserChat";"class";"f";;;
"smack/gettingstarted.html";"/html/body/div[5]/p[3]/tt[2]";"PacketCollector";"PacketCollector";"org.jivesoftware.smack.PacketCollector";"class";"f";;;
"smack/extensions/filetransfer.html";"/html/body/div[4]/ul/li[1]/b";"getStatus()";"getStatus";"org.jivesoftware.smackx.filetransfer.FileTransfer.getStatus";"method";"f";;;
"smack/gettingstarted.html";"/html/body/div[4]/p[2]/tt";"Connection.getRoster()";"getRoster";"org.jivesoftware.smack.Connection.getRoster";"method";"t";;;
"smack/privacy.html";"/html/body/div[2]/p[2]/tt";"Privacy";"Privacy";"org.jivesoftware.smack.packet.Privacy";"class";"f";;;
"smack/extensions/disco.html";"/html/body/div[4]/p[4]/b[1]";"discoverItems(entityID)";"discoverItems";"org.jivesoftware.smackx.ServiceDiscoveryManager.discoverItems";"method";"f";;;
"smack/extensions/muc.html";"/html/body/div[11]/p[8]/b[3]";"grantOwnership(String jid)";"grantOwnership";"org.jivesoftware.smackx.muc.MultiUserChat.grantOwnership";"method";"f";;;
"smack/extensions/xhtml.html";"/html/body/div[3]/p[3]/i[2]/b";"Connection";"Connection";"org.jivesoftware.smack.Connection";"class";"t";;;
"smack/extensions/muc.html";"/html/body/div[7]/p[3]/b";"getRoomInfo(Connection connection";" String room)";"getRoomInfo";"org.jivesoftware.smackx.muc.MultiUserChat.getRoomInfo";"method";"f";;
"smack/gettingstarted.html";"/html/body/div[3]/p[4]/tt[2]";"Chat";"Chat";"org.jivesoftware.smack.Chat";"class";"f";;;
"smack/extensions/rosterexchange.html";"/html/body/div[4]/p[3]/i/b";"RosterExchangeManager";"RosterExchangeManager";"org.jivesoftware.smackx.RosterExchangeManager";"class";"f";;;
"smack/gettingstarted.html";"/html/body/div[4]";"Roster";"Roster";"org.jivesoftware.smack.Roster";"class";"f";;;
"smack/extensions/pubsub.html";"/html/body/div[3]/p[2]/b";"publish";"publish";"org.jivesoftware.smackx.pubsub.LeafNode.publish";"method";"f";;;
"smack/extensions/muc.html";"/html/body/div[11]/p[10]/b[1]/i";"ParticipantStatusListener";"ParticipantStatusListener";"org.jivesoftware.smackx.muc.ParticipantStatusListener";"class";"t";;;
"smack/extensions/filetransfer.html";"/html/body/div[3]/p[5]/b[2]/i";"IncomingFileTransfer";"IncomingFileTransfer";"org.jivesoftware.smackx.filetransfer.IncomingFileTransfer";"class";"f";;;
"smack/extensions/muc.html";"/html/body/div[11]/p[8]/b[6]";"revokeOwnership(String jid)";"revokeOwnership";"org.jivesoftware.smackx.muc.MultiUserChat.revokeOwnership";"method";"f";;;
"smack/extensions/messageevents.html";"/html/body/div[3]/p[5]/i[2]";"MessageEventManager";"MessageEventManager";"org.jivesoftware.smackx.MessageEventManager";"class";"f";;;
"smack/extensions/disco.html";"/html/body/div[5]/p[5]/i[1]/b";"ServiceDiscoveryManager";"ServiceDiscoveryManager";"org.jivesoftware.smackx.ServiceDiscoveryManager";"class";"f";;;
"smack/extensions/muc.html";"/html/body/div[11]/p[8]/b[4]";"revokeMembership(String jid)";"revokeMembership";"org.jivesoftware.smackx.muc.MultiUserChat.revokeMembership";"method";"f";;;
"smack/extensions/filetransfer.html";"/html/body/div[2]/p[4]/b[1]/i";"FileTransferManager";"FileTransferManager";"org.jivesoftware.smackx.filetransfer.FileTransferManager";"class";"f";;;
"smack/processing.html";"/html/body/div[2]/ul/li[4]/tt";"ToContainsFilter";"ToContainsFilter";"org.jivesoftware.smack.filter.ToContainsFilter";"class";"f";;;
"smack/messaging.html";"/html/body/div[2]/p[3]/tt[1]";"Chat.sendMessage(String)";"sendMessage";"org.jivesoftware.smack.Chat.sendMessage";"method";"f";;;
"smack/extensions/dataforms.html";"/html/body/div[3]/p[4]/i[2]/b";"Form";"Form";"org.jivesoftware.smackx.Form";"class";"f";;;
"smack/extensions/muc.html";"/html/body/div[9]/p[4]/i[5]/b";"SubjectUpdatedListener";"SubjectUpdatedListener";"org.jivesoftware.smackx.muc.SubjectUpdatedListener";"class";"t";;;
"smack/extensions/filetransfer.html";"/html/body/div[4]/ul/li[4]/b";"getError()";"getError";"org.jivesoftware.smackx.filetransfer.FileTransfer.getError";"method";"f";;;
"smack/extensions/messageevents.html";"/html/body/div[4]/p[3]/i[1]";"MessageEventNotificationListener";"MessageEventNotificationListener";"org.jivesoftware.smackx.MessageEventNotificationListener";"class";"t";;;
"smack/privacy.html";"/html/body/div[4]/p[2]/tt[2]";"PrivacyListManager";"PrivacyListManager";"org.jivesoftware.smack.PrivacyListManager";"class";"f";;;
"smack/extensions/muc.html";"/html/body/div[6]/p[3]/b";"getJoinedRooms(Connection connection";" String user)";"getJoinedRooms";"org.jivesoftware.smackx.muc.MultiUserChat.getJoinedRooms";"method";"f";;
"smack/extensions/muc.html";"/html/body/div[11]/p[10]/b[2]/i";"UserStatusListener";"UserStatusListener";"org.jivesoftware.smackx.muc.UserStatusListener";"class";"t";;;
"smack/extensions/rosterexchange.html";"/html/body/div[2]/p[3]/b";"send(Roster";" String)";"send";"org.jivesoftware.smackx.RosterExchangeManager.send";"method";"f";;
"smack/messaging.html";"/html/body/div[1]/p/tt";"org.jivesoftware.smack.Chat";"Chat";"org.jivesoftware.smack.Chat";"class";"f";;;
"smack/extensions/dataforms.html";"/html/body/div[3]/p[4]/b[2]";"setAnswer(String variable";" String value)";"setAnswer";"org.jivesoftware.smackx.Form.setAnswer";"method";"f";;
"smack/processing.html";"/html/body/div[1]/div[3]/pre/font[4]/i";"Connection";"Connection";"org.jivesoftware.smack.Connection";"class";"t";;;
"smack/gettingstarted.html";"/html/body/div[5]/tt[2]";"Chat";"Chat";"org.jivesoftware.smack.Chat";"class";"f";;;
"smack/privacy.html";"/html/body/div[4]";"Privacy";"Privacy";"org.jivesoftware.smack.packet.Privacy";"class";"f";;;
"smack/extensions/disco.html";"/html/body/div[2]/p[4]/i[2]/b";"ServiceDiscoveryManager";"ServiceDiscoveryManager";"org.jivesoftware.smackx.ServiceDiscoveryManager";"class";"f";;;
"smack/extensions/muc.html";"/html/body/div[10]/p[6]/b[2]";"revokeVoice(String nickname)";"revokeVoice";"org.jivesoftware.smackx.muc.MultiUserChat.revokeVoice";"method";"f";;;
"smack/debugging.html";"/html/body/div[1]/ol[1]/li[1]/p[1]/tt";"Connection.DEBUG_ENABLED";"DEBUG_ENABLED";"org.jivesoftware.smack.Connection.DEBUG_ENABLED";"field";"f";;;
"smack/extensions/muc.html";"/html/body/div[7]/p[3]/i/b";"MultiUserChat";"MultiUserChat";"org.jivesoftware.smackx.muc.MultiUserChat";"class";"f";;;
"smack/extensions/disco.html";"/html/body/div[4]/p[4]/b[2]";"discoverItems(entityID)";"discoverItems";"org.jivesoftware.smackx.ServiceDiscoveryManager.discoverItems";"method";"f";;;
"smack/providers.html";"/html/body/div[1]/ul/li[1]/tt";"IQProvider";"IQProvider";"org.jivesoftware.smack.provider.IQProvider";"class";"t";;;
"smack/extensions/messageevents.html";"/html/body/div[4]/ul/li[1]/i[1]";"MessageEventManager";"MessageEventManager";"org.jivesoftware.smackx.MessageEventManager";"class";"f";;;
"smack/extensions/messageevents.html";"/html/body/div[3]/p[4]/i[1]";"DefaultMessageEventRequestListener";"DefaultMessageEventRequestListener";"org.jivesoftware.smackx.DefaultMessageEventRequestListener";"class";"f";;;
"smack/extensions/filetransfer.html";"/html/body/div[3]/p[3]/i";"FileTransferManager(connection)";"FileTransferManager";"org.jivesoftware.smackx.filetransfer.FileTransferManager.FileTransferManager";"method";"f";;;
