file_path;xpath;content;source;simple_name;fqn;kind;abstract;id;code_reference_id;code_element_id;index;rationale;linker_name;release_link_set_id;first_link_id
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/messageevents.html;/html/body/div[3]/blockquote/pre;M!M:zzzsnippet.XMPPConnection:XMPPConnection:UNKNOWNP.UNKNOWN;d;XMPPConnection;org.jivesoftware.smack.XMPPConnection.XMPPConnection;method;f;128681;913781;24366;0;"";javamethod;87968;87968
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/muc.html;/html/body/div[2]/blockquote[1]/pre;M!M:zzzsnippet.Form:Form:UNKNOWNP.UNKNOWN;d;Form;org.jivesoftware.smackx.Form.Form;method;f;128893;913451;26581;1;"";javamethod;88155;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/muc.html;/html/body/div[2]/blockquote[1]/pre;M!M:zzzsnippet.Form:Form:UNKNOWNP.UNKNOWN;d;Form;org.jivesoftware.smackx.Form.Form;method;f;128892;913451;26574;0;"";javamethod;88155;88155
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/messageevents.html;/html/body/div[4]/blockquote/pre;M!M:zzzsnippet.XMPPConnection:XMPPConnection:UNKNOWNP.UNKNOWN;d;XMPPConnection;org.jivesoftware.smack.XMPPConnection.XMPPConnection;method;f;128613;913942;24373;1;"";javamethod;87914;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/messageevents.html;/html/body/div[4]/blockquote/pre;M!M:zzzsnippet.XMPPConnection:XMPPConnection:UNKNOWNP.UNKNOWN;d;XMPPConnection;org.jivesoftware.smack.XMPPConnection.XMPPConnection;method;f;128612;913942;24366;0;"";javamethod;87914;87914
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/disco.html;/html/body/div[4]/blockquote/pre;M!M:DiscoverItems.Item:getNode;d;getNode;org.jivesoftware.smackx.packet.DiscoverItems.Item.getNode;method;f;128657;913987;28843;1;"";javamethod;87946;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/disco.html;/html/body/div[4]/blockquote/pre;M!M:DiscoverItems.Item:getNode;d;getNode;org.jivesoftware.smackx.packet.DiscoverItems.getNode;method;f;128656;913987;28805;0;"";javamethod;87946;87946
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/disco.html;/html/body/div[3]/blockquote/pre;M!M:zzzsnippet.Iterator:next;d;next;org.jivesoftware.smack.util.collections.AbstractHashedMap.ValuesIterator.next;method;f;128773;913795;26499;3;"";javamethod;88047;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/disco.html;/html/body/div[3]/blockquote/pre;M!M:zzzsnippet.Iterator:next;d;next;org.jivesoftware.smack.util.collections.AbstractHashedMap.KeySetIterator.next;method;f;128772;913795;26449;2;"";javamethod;88047;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/disco.html;/html/body/div[3]/blockquote/pre;M!M:zzzsnippet.Iterator:next;d;next;org.jivesoftware.smack.util.collections.AbstractHashedMap.HashMapIterator.next;method;f;128771;913795;26314;1;"";javamethod;88047;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/disco.html;/html/body/div[3]/blockquote/pre;M!M:zzzsnippet.Iterator:next;d;next;org.jivesoftware.smack.util.collections.MapIterator.next;method;t;128770;913795;25921;0;"";javamethod;88047;88047
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/xhtml.html;/html/body/div[4]/blockquote/pre;M!M:zzzsnippet.Iterator:hasNext;d;hasNext;org.jivesoftware.smack.util.collections.MapIterator.hasNext;method;t;128647;913877;25917;1;"";javamethod;87940;
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/xhtml.html;/html/body/div[4]/blockquote/pre;M!M:zzzsnippet.Iterator:hasNext;d;hasNext;org.jivesoftware.smack.util.collections.AbstractHashedMap.HashIterator.hasNext;method;f;128646;913877;26585;0;"";javamethod;87940;87940
smack/doc/smacktutorial3.3/home/gaya/recodoc2/recodoc2/recodoc_data/smack/doc/smack/extensions/messageevents.html;/html/body/div[3]/blockquote/pre;M!M:zzzsnippet.XMPPConnection:XMPPConnection:UNKNOWNP.UNKNOWN;d;XMPPConnection;org.jivesoftware.smack.XMPPConnection.XMPPConnection;method;f;128679;913789;24373;1;"";javamethod;87966;
